;link;cím;jelenlegi rovat;új elsődleges rovat;új másodlagos rovatok vesszővel elválasztva;kategóriák vesszővel elválasztva;
1627;https://www.alapjarat.hu/verseny/honda-civic-typer-spa/;A 2018-as Honda Civic Type R új rekordot állított Spában;Verseny;Rajtrács;;Sporthírek;
1628;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/parizsi-autoszalon-2018-izelito/;Párizsi Autószalon 2018 – Ízelítő;Nagyvilág;Aktuális;;Aktuális;
1629;https://www.alapjarat.hu/hasznos-infok/allambacsi-fizeti-a-jogsid-ocsem/;Állambácsi fizeti a jogsid, öcsém!;Hasznos infók;Hasznos infók;;Hasznos infók;
1630;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/ferrari-488-pista-piloti-ferrari-kiadas/;Ferrari 488 Pista – Piloti Ferrari kiadás;Nagyvilág;Aktuális;;Aktuális;
1631;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/evfordulos-kiadas-erkezik-a-lexus-rc-f-bol/;Évfordulós kiadás érkezik a Lexus RC F-ből;Nagyvilág;Aktuális;;Aktuális;
1632;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/ujrahasznositott-muanyagot-hasznal-majd-a-volvo-uj-modelljeiben/;Újrahasznosított műanyagot használ majd a Volvo új modelljeiben;Nagyvilág;Aktuális;Tech;Aktuális,Tech;
1633;https://www.alapjarat.hu/verseny/ingyenes-nemzetkozi-verseny-magyar-indulokkal-a-hungaroringen/;Ingyenes nemzetközi verseny magyar indulókkal a Hungaroringen;Verseny;Rajtrács;;Sporthírek;
1634;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/frissitett-valtozat-erkezik-szeptemberben-a-jeep-renegade-bol/;Frissített változat érkezik szeptemberben a Jeep Renegade-ből!;Nagyvilág;Aktuális;;Aktuális;
1635;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/magyarorszagon-is-kaphato-lesz-az-uj-toyota-camry/;Magyarországon is kapható lesz az új Toyota Camry;Nagyvilág;Aktuális;;Aktuális;
1636;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/a-porsche-bevasarolta-magat-a-horvat-rimac-ba/;A Porsche bevásárolta magát a horvát Rimac-ba;Nagyvilág;Aktuális;Tech;Aktuális,Tech;
1637;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/2018-fifa-labdarugo-vb-az-autok-alomcsapata/;2018 FIFA Labdarúgó VB: az autók álomcsapata;Nagyvilág;El Mondó;;Top;
1638;https://www.alapjarat.hu/verseny/ket-kieses-utan-megprobalunk-felallni-tim-gabor/;Tim Gábor: Két kiesés után megpróbálunk felállni;Verseny;Rajtrács;;Sporthírek;
1639;https://www.alapjarat.hu/hasznos-infok/10-bakancslistas-europai-autos-kirandulas-2018/;10 bakancslistás európai autós kirándulás;Hasznos infók;El Mondó;;Top;
1640;https://www.alapjarat.hu/tech/nem-mustang-es-nem-is-camaro-hanem-egy-toyota-celica/;Nem Mustang és nem is Camaro, hanem egy Toyota Celica;Tech;Aktuális;;Aktuális;
1641;https://www.alapjarat.hu/teszt/suzuki-vitara-1-6-glx-teszt-video/;Suzuki Vitara 1.6 GLX – Teszt + Videó;Teszt;Autóteszt;;Új autók tesztje;
1642;https://www.alapjarat.hu/hasznos-infok/az-europai-unio-ambiciozus-kezdemenyezesei-a-kozlekedesben/;Az Európai Unió ambiciózus kezdeményezései a közlekedésben;Hasznos infók;Aktuális;;Aktuális;
1643;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/kesjar-csaba-zugloban-kap-orok-mementot/;Kesjár Csaba Zuglóban kap örök mementót;Nagyvilág;Rajtrács;;Sporthírek;
1644;https://www.alapjarat.hu/tech/10-dolog-ami-ertekesse-tesz-egy-autot/;10 dolog, ami értékessé tesz egy autót;Tech;El Mondó;;Top;
1645;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/autosmusor-haladoknak-jay-lenos-garage/;Autósműsor haladóknak - Jay Leno’s Garage;Nagyvilág;El Mondó;;Sztori;
1646;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/restauraltak-az-egyetlen-letezo-lamborghini-miura-svr-t/;Restaurálták az egyetlen létező Lamborghini Miura SVR-t!;Nagyvilág;El Mondó;;Sztori;
1647;https://www.alapjarat.hu/verseny/hamilton-nyerte-az-utkozesekkel-tuzdelt-francia-nagydijat-2018/;Hamilton nyerte az ütközésekkel tűzdelt Francia Nagydíjat;Verseny;Rajtrács;;F1;
1648;https://www.alapjarat.hu/nagyvilag-bulvar/bulvar/ilyen-autokat-hajtanak-a-labdarugo-vilagbajnoksag-sztarjai/;Ilyen autókat hajtanak a labdarúgó-világbajnokság sztárjai!;Bulvár;El Mondó;;Top;
1649;https://www.alapjarat.hu/verseny/wtcr-kaotikus-rajtbaleset-es-magyar-dobogo-vila-realban/;WTCR - Kaotikus rajtbaleset és magyar dobogó Vila Realban;Verseny;Rajtrács;;WTCR;
1650;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/nemetorszagba-telepiti-europai-gigagyarat-a-tesla/;Németországba telepíti európai gigagyárát a Tesla;Nagyvilág;Aktuális;;Aktuális;
1651;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/a-volkswagen-keszen-all-a-bonneville-i-somezokre/;A Volkswagen készen áll a Bonneville-i sómezőkre;Nagyvilág;Aktuális;;Aktuális;
1652;https://www.alapjarat.hu/verseny/dtm-a-norisringen-mortara-es-wittmann-vegzett-az-elen/;DTM – A Norisringen Mortara és Wittmann végzett az élen;Verseny;Rajtrács;;DTM;
1653;https://www.alapjarat.hu/hasznos-infok/elektromos-kormannyal-vezettem-egy-golfot/;Elektromos kormánnyal vezettem egy Golfot;Hasznos infók;El Mondó;Tech;Velünk történt,Tech;
1654;https://www.alapjarat.hu/kozossegi/esemeny-es-programajanlo-06-30-07-01/;Esemény- és programajánló 06.30 – 07.01;Közösségi;Aktuális;;Aktuális;
1655;https://www.alapjarat.hu/tech/592-loeros-mclaren-600lt-t-teszteltek-a-nurburgringen/;592 lóerős Mclaren 600LT-t teszteltek a Nürburgringen;Tech;Aktuális;;Aktuális;
1656;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/az-audi-es-az-airbus-tamogatast-kap-a-nemet-kormanytol-a-repulo-taxik-fejlesztesere/;Az Audi és az Airbus támogatást kap a német kormánytól a repülő taxik fejlesztésére;Nagyvilág;Tech;;Tech;
1657;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/ilyen-az-egy-pillanat-alatt-lanctalppa-atvaltozo-kerek-video/;Ilyen az egy pillanat alatt lánctalppá átváltozó kerék (videó);Nagyvilág;Tech;;Tech;
1658;https://www.alapjarat.hu/tech/egy-jovokep-a-80-as-evekbol-mazda-mx-81-aria/;Egy jövőkép a 80-as évekből – Mazda MX-81 Aria;Tech;Tech;;Tech;
1659;https://www.alapjarat.hu/verseny/minden-eddigi-rekordot-megdontott-az-i-d-r-pikes-peak/;Minden eddigi rekordot megdöntött az I.D. R Pikes Peak;Verseny;Rajtrács;;Sporthírek;
1660;https://www.alapjarat.hu/teszt/fejre-vigyazz-ssangyong-rexton-isuzu-d-max-bemutato/;Fejre vigyázz! - SsangYong Rexton & Isuzu D-Max bemutató;Teszt;Autóteszt;;Új autók tesztje;
1661;https://www.alapjarat.hu/egyeb/biztos-hogy-minden-japan-markat-ugy-ejtesz-ahogy-kellene/;Biztos, hogy minden japán márkát úgy ejtesz ahogy kellene?;Egyéb;El Mondó;;Sztori;
1662;https://www.alapjarat.hu/tech/befenyiti-ferrarit-az-uj-aston-martin-dbs-superleggera/;Befenyíti a Ferrarit az új Aston Martin DBS Superleggera!;Tech;Aktuális;;Aktuális;
1663;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/popec-strandjarganyt-kapott-a-carabinieri/;Pöpec strandjárgányt kapott a Carabinieri;Nagyvilág;Aktuális;;Aktuális;
1664;https://www.alapjarat.hu/tech/a-karbonszalas-anyagok-szerepe-az-autoiparban/;A karbonszálas anyagok szerepe az autóiparban;Tech;Tech;;Tech;
1665;https://www.alapjarat.hu/tech/az-audi-nem-reg-mutatta-be-a-q8-at-de-maris-kilatasban-a-q9/;Az Audi nem rég mutatta be a Q8-at, de máris kilátásban a Q9;Tech;Aktuális;;Aktuális;
1666;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/kellett-mar-a-facelift-az-audinak-erkezik-az-uj-a4/;Kellett már a facelift az Audinak – érkezik az új A4!;Nagyvilág;Aktuális;;Aktuális;
1667;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/top-10-hothatch-a-90-es-evekbol/;TOP 10 hothatch a 90-es évekből;Nagyvilág;El Mondó;;Top;
1668;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/magyarok-az-uzemanyag-hatekonysagi-versenyen-londonban/;Magyarok az üzemanyag-hatékonysági versenyen Londonban;Nagyvilág;Aktuális;;Aktuális;
1669;https://www.alapjarat.hu/verseny/a-tesla-model-s-p100d-keszen-all-az-electric-gt-szezonra/;A Tesla Model S P100D készen áll az Electric GT szezonra;Verseny;Rajtrács;Tech;Sporthírek,Tech;
1670;https://www.alapjarat.hu/teszt/nem-fog-rajta-az-ido-honda-nsx-1995-teszt-video/;Nem fog rajta az idő: Honda NSX (1995) – Teszt + Videó!;Teszt;Autóteszt;;Használt autók tesztje;
1671;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/bizonytalan-az-alfa-romeo-4c-coupe-jovoje/;Bizonytalan az Alfa Romeo 4C coupé jövője;Nagyvilág;Aktuális;;Aktuális;
1672;https://www.alapjarat.hu/verseny/bevette-a-zold-poklot-is-a-porsche-919-hybrid-evo/;Bevette a zöld poklot is A Porsche 919 Hybrid Evo;Verseny;Rajtrács;;Sporthírek;
1673;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/fantasztikusan-fest-az-italdesign-es-a-nissan-kozos-alma-a-gt-r-50/;Fantasztikusan fest az Italdesign és a Nissan közös álma, a GT-R 50;Nagyvilág;Tech;;Tech;
1674;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/ismerjuk-meg-az-adamastor-p003rl-t/;Ismerd meg az Adamastor P003RL-t;Nagyvilág;Aktuális;;Aktuális;
1675;https://www.alapjarat.hu/tech/mercedes-c111-a-csillag-ami-ragyoghatott-volna/;Mercedes C111 – A csillag, ami ragyoghatott volna;Tech;El Mondó;;Sztori;
1676;https://www.alapjarat.hu/verseny/verstappen-lenyugozo-gyozelmet-aratott-a-red-bull-ringen-2018/;Verstappen lenyűgöző győzelmet aratott a Red Bull Ringen;Verseny;Rajtrács;;F1;
1677;https://www.alapjarat.hu/verseny/kamion-eb-a-zold-pokolban/;Kamion Eb a Zöld Pokolban;Verseny;El Mondó;;Kamion-EB;
1678;https://www.alapjarat.hu/hasznos-infok/nyari-kedvezmenyek-a-drivingcampen/;Nyári kedvezmények a drivingcampen!;Hasznos infók;Aktuális;Hasznos infók;Aktuális,Hasznos infók;
1679;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/volkswagen-bogar-tiszta-elektromos-formaban-szulethet-ujja/;Volkswagen Bogár tiszta elektromos formában születhet újjá;Nagyvilág;Tech;Aktuális;Tech,Aktuális;
1680;https://www.alapjarat.hu/hasznos-infok/kaosz-lesz-ma-budapest-belvarosaban-egy-bomba-miatt/;Káosz lesz kedden Budapest belvárosában egy bomba miatt!;Hasznos infók;Aktuális;Hasznos infók;Aktuális,Hasznos infók;
1681;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/megjelentek-az-elso-spicli-toyotak/;Megjelentek az első „spicli” Toyoták;Nagyvilág;Tech;;Tech;
1682;https://www.alapjarat.hu/tech/aston-martin-valkyrie-megdontene-a-porsche-nurburgringi-rekordjat/;Aston Martin Valkyrie megdöntené a Porsche Nürburgringi rekordját;Tech;Aktuális;;Aktuális;
1683;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/robbanasszeru-teljesitmeny-novekedes-a-teslanal/;Robbanásszerű teljesítmény növekedés a Teslánál!;Nagyvilág;Aktuális;;Aktuális;
1684;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/2019-nissan-370z/;2019 Nissan 370Z;Nagyvilág;Aktuális;;Aktuális;
1685;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/2-3-szor-nagyobb-a-halalos-baleset-eselye-ha-egy-suv-gazol/;2-3-szor nagyobb a halálos baleset esélye, ha egy SUV gázol;Nagyvilág;Hasznos infók;;Hasznos infók;
1686;https://www.alapjarat.hu/kozossegi/esemeny-es-programajanlo-07-07-08/;Esemény és programajánló 07.07. – 08.;Közösségi;Aktuális;;Aktuális;
1687;https://www.alapjarat.hu/teszt/luxus-mertekkel-honda-legend-1994-teszt-video/;Luxus, mértékkel: Honda Legend (1994) – Teszt + Videó!;Teszt;Autóteszt;;Használt autók tesztje;
1688;https://www.alapjarat.hu/tech/erkezik-a-rancfelvarrott-dodge-charger-srt-hellcat/;Érkezik a ráncfelvarrott Dodge Charger SRT Hellcat;Tech;Aktuális;;Aktuális;
1689;https://www.alapjarat.hu/verseny/a-chevrolet-egy-corvette-c7-r-rel-indul-a-wec-en/;A Chevrolet egy Corvette C7.R-rel indul a WEC-en;Verseny;Rajtrács;;Sporthírek;
1690;https://www.alapjarat.hu/nagyvilag-bulvar/bulvar/szeretnel-lewis-hamilton-vendege-lenni-az-amerikai-nagydijon/;Szeretnél Lewis Hamilton vendége lenni az Amerikai Nagydíjon?;Bulvár;Rajtrács;;F1;
1691;https://www.alapjarat.hu/kozossegi/europa-legnagyobb-alfa-romeo-talalkozoja-lesz-zankan/;Európa legnagyobb Alfa Romeo-találkozója lesz Zánkán!;Közösségi;Közös csapatás;;Közös csapatás;
1692;https://www.alapjarat.hu/tech/700-loeros-m5-a-manharttol-hova-tovabb/;723 lóerős M5 a Manharttól – Hova tovább?;Tech;Aktuális;;Aktuális;
1693;https://www.alapjarat.hu/hasznos-infok/milyenek-a-noi-autovezetok/;Milyenek a női autóvezetők?;Hasznos infók;Hasznos infók;;Hasznos infók;
1694;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/milyen-autot-vennek-ha-megnyernem-a-lottot/;Milyen autót vennék, ha megnyerném a Lottót?;Nagyvilág;El Mondó;;Top;
1695;https://www.alapjarat.hu/verseny/tassi-attila-es-josh-files-gokartozott-egyet-a-hetvegi-verseny-elott/;Tassi Attila és Josh Files gokartozott egyet a hétvégi verseny előtt;Verseny;Rajtrács;;Sporthírek;
1696;https://www.alapjarat.hu/tech/ketfele-motorral-indit-a-8-as-bmw-coupe/;Kétféle motorral indít a 8-as BMW Coupé!;Tech;Tech;;Tech;
1697;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/elhagyhatja-nagy-britanniat-a-jaguar-land-rover/;Elhagyhatja Nagy Britanniát a Jaguar Land Rover;Nagyvilág;Aktuális;;Aktuális;
1698;https://www.alapjarat.hu/teszt/alfa-romeo-stelvio-2-0t-teszt/;Alfa Romeo Stelvio 2.0T – Teszt;Teszt;Autóteszt;;Új autók tesztje;
1699;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/kubica-lancia-037-tel-indul-goodwoodban/;Kubica Lancia 037-tel indul Goodwoodban;Nagyvilág;Aktuális;;Aktuális;
1700;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/ebbol-valami-komoly-lesz-erkezhet-az-elektromos-ezustnyil/;Ebből valami komoly lesz! Érkezhet az elektromos ezüstnyíl?;Nagyvilág;Aktuális;Tech;Aktuális,Tech;
1701;https://www.alapjarat.hu/hasznos-infok/ennyi-uj-autot-adtak-el-juniusban-magyarorszagon/;Ennyi új autót adtak el júniusban Magyarországon;Hasznos infók;Aktuális;;Aktuális;
1702;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/mad-max-2018-avagy-a-cseh-autopalya-ejszaka/;Mad Max 2018, avagy a cseh autópálya éjszaka;Nagyvilág;El Mondó;;Velünk történt;
1703;https://www.alapjarat.hu/tech/uj-korszak-erkezik-a-kovetkezo-s-osztallyal/;Új korszak érkezik a következő S-osztállyal;Tech;Aktuális;;Aktuális;
1704;https://www.alapjarat.hu/verseny/max-verstappen-amint-rajtad-van-a-sisak-belekerulsz-egy-masik-vilagba/;Max Verstappen: Amint rajtad van a sisak, belekerülsz egy másik világba;Verseny;Rajtrács;;F1;
1705;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/265-millio-forintert-kelt-el-egy-mclaren-570s-spider/;265 millió forintért kelt el egy McLaren 570S Spider;Nagyvilág;El Mondó;;Top;
1706;https://www.alapjarat.hu/verseny/david-coulthard-uj-konyve-mar-kaphato-az-amazonon/;David Coulthard új könyve már kapható az Amazonon!;Verseny;Rajtrács;;Sporthírek;
1707;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/7-dolog-amit-feltetlenul-tegyel-meg-mielott-nyaralni-indulsz-a-csaladdal/;7 dolog, amit feltétlenül tegyél meg, mielőtt nyaralni indulsz a családdal;Nagyvilág;Hasznos infók;;Hasznos infók;
1708;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/10-autos-kirandulas-del-afrikatol-alaszkaig/;10 autós kirándulás Dél-Afrikától Alaszkáig;Nagyvilág;El Mondó;;Top;
1709;https://www.alapjarat.hu/verseny/fordulatos-elso-tcr-futam-a-gt-openen-1-nap/;Fordulatos első TCR futam a GT Openen – 1. nap;Verseny;Rajtrács;;Sporthírek;
1710;https://www.alapjarat.hu/verseny/kettos-m1ra-gyozelem-a-tcr-masodik-hungaroringi-futman-gt-open-2-nap-2018/;Kettős M1RA győzelem a TCR második hungaroringi futmán! GT Open - 2. Nap;Verseny;Rajtrács;;Sporthírek;
1711;https://www.alapjarat.hu/hasznos-infok/mgoe-jelentosen-megdragitja-a-hasznalt-autok-importjat-a-forintgyengules/;MGOE: Jelentősen megdrágítja a használt autók importját a forintgyengülés;Hasznos infók;Aktuális;;Aktuális;
1712;https://www.alapjarat.hu/media/kepek/az-international-gt-open-hungaroringi-hetvegejenek-gt3-as-kepei/;Az International GT Open hungaroringi hétvégéjének GT3-as képei;Képek;Rajtrács;Média;Sporthírek,Képek;
1713;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/vegre-megrendelheto-az-audi-q-csaladjanak-legujabb-tagja-a-q8/;Végre megrendelhető az Audi Q-családjának legújabb tagja, a Q8!;Nagyvilág;Aktuális;;Aktuális;
1714;https://www.alapjarat.hu/nagyvilag-bulvar/bulvar/dwayne-the-rock-johnson-halalos-iramban-spin-offot-kapott/;Dwayne „The Rock” Johnson Halálos Iramban spin-offot kapott;Bulvár;Aktuális;;Aktuális;
1715;https://www.alapjarat.hu/kozossegi/juniusi-statisztikak-a-google-hirek-feluleten-is-jelen-van-az-alapjarat/;Júniusi statisztikák: A Google Hírek felületén is jelen van az Alapjárat!;Közösségi;Aktuális;;Aktuális;
1716;https://www.alapjarat.hu/media/kepek/tcr-europe-hungaroringi-hetvegeje-kepekben/;TCR Europe hungaroringi hétvégéje képekben;Képek;Rajtrács;Média;Sporthírek,Képek;
1717;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/veget-er-a-mercedes-benz-es-az-infiniti-kozos-projektje/;Véget ér a Mercedes-Benz és az Infiniti közös projektje!;Nagyvilág;Aktuális;;Aktuális;
1718;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/a-nissan-is-bajba-kerulhet-motorjai-miatt/;A Nissan is bajba kerülhet motorjai miatt!;Nagyvilág;Aktuális;;Aktuális;
1719;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/2018-lada-4x4-5-ajto-retro-kaland-nyujtott-kivitelben/;2018 Lada 4x4 - Retró kaland nyújtott kivitelben;Nagyvilág;Autóteszt;;Új autók tesztje;
1720;https://www.alapjarat.hu/teszt/ovatlan-kandur-jaguar-f-pace-30d-awd-teszt/;Óvatlan kandúr: Jaguar F-Pace 30d AWD – Teszt;Teszt;Autóteszt;;Új autók tesztje;
1721;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/ime-5-hasznos-tipp-hogy-hogyan-ovd-meg-autod-motorjat/;Íme 5 hasznos tipp, hogy hogyan óvd meg autód motorját!;Nagyvilág;Hasznos infók;;Hasznos infók;
1722;https://www.alapjarat.hu/verseny/volenter-balazs-sporttortenelmi-pillanata-a-slovakiaringen-egy-lmp3-as-autoval/;LMP3-as autóval magyar sporttörténelmi pillanat a Slovakiaringen;Verseny;Rajtrács;;Sporthírek;
1723;https://www.alapjarat.hu/hasznos-infok/14-forgalomkorlatozas-budapesten-ami-kikezdi-az-autosok-idegeit/;14+1 forgalomkorlátozás Budapesten, ami kikezdi az autósok idegeit;Hasznos infók;Aktuális;;Aktuális;
1724;https://www.alapjarat.hu/kozossegi/az-alapjarat-most-teged-kerdez/;Az Alapjárat most téged kérdez!;Közösségi;Aktuális;;Aktuális;
1725;https://www.alapjarat.hu/tech/a-japan-bmw-kultura-masik-oldala/;A japán BMW-kultúra másik oldala;Tech;Tuning;;Tuning;
1726;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/vigyazz-kesz-jon-az-uj-toyota-supra/;Vigyázz, kész, jön az új Toyota Supra!;Nagyvilág;Aktuális;;Aktuális;
1727;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/hatalmas-gyarat-epit-kinaban-a-tesla/;Hatalmas gyárat épít Kínában a Tesla;Nagyvilág;Aktuális;;Aktuális;
1728;https://www.alapjarat.hu/kozossegi/esemeny-es-programajanlo-07-13-15/;Esemény- és programajánló 07.13. – 15.;Közösségi;Aktuális;;Aktuális;
1729;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/valami-keszul-ferrari-488-es-mclaren-720s-rivalis-jon-az-aston-martintol/;Valami készül: Ferrari 488 és McLaren 720S rivális jön az Aston Martintól!;Nagyvilág;Aktuális;;Aktuális;
1730;https://www.alapjarat.hu/verseny/vettel-nyert-silverstone-ban-mig-hamilton-masodikkent-tert-vissza/;Vettel nyert Silverstone-ban, míg Hamilton másodikként tért vissza;Verseny;Rajtrács;;F1;
1731;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/thor_es_vader/;Thor és Vader – Az utolsó két Koenigsegg Agera;Nagyvilág;Aktuális;;Aktuális;
1732;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/aranyban-pompazo-m2-essel-indit-a-bmw-goodwoodban/;Aranyban pompázó M2-essel indít a BMW Goodwoodban!;Nagyvilág;Aktuális;;Aktuális;
1733;https://www.alapjarat.hu/tech/7-kiveteles-tanulmanyauto-a-90-es-evekbol/;7 kivételes tanulmányautó a ’90-es évekből;Tech;El Mondó;;Top;
1734;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/ezek-az-uj-modellek-kerulnek-augusztusban-a-kereskedesekbe/;Ezek az új modellek kerülnek augusztusban a kereskedésekbe;Nagyvilág;Aktuális;;Aktuális;
1735;https://www.alapjarat.hu/tech/goodwoodban-mutatkozik-be-az-ariel-atom-negyedik-generacioja/;Goodwoodban mutatkozik be az Ariel Atom negyedik generációja;Tech;Aktuális;;Aktuális;
1736;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/550-loero-es-ferrari-motor-dolgozik-az-uj-maserati-levante-gts-ben/;550 lóerő és Ferrari-motor dolgozik az új Maserati Levante GTS-ben!;Nagyvilág;Aktuális;;Aktuális;
1737;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/uj-arculatot-kap-az-opel-2019-ben/;Új arculatot kap az Opel 2019-ben;Nagyvilág;Aktuális;;Aktuális;
1738;https://www.alapjarat.hu/teszt/neveben-nosztalgikus-mitsubishi-eclipse-cross-teszt-video/;Nevében nosztalgikus: Mitsubishi Eclipse Cross – Teszt + Videó!;Teszt;Autóteszt;;Új autók tesztje;
1739;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/goodwoodi-sebessegfesztival-a-kremek-kremje/;Goodwoodi Sebességfesztivál, a krémek krémje;Nagyvilág;Aktuális;;Aktuális;
1740;https://www.alapjarat.hu/tech/meses-leghuteses-911-a-singertol/;Mesés léghűtéses 911 a Singertől;Tech;Tuning;;Tuning;
1741;https://www.alapjarat.hu/tech/ilyen-lett-az-uj-ford-focus/;Ilyen lett az új Ford Focus!;Tech;Aktuális;;Aktuális;
1742;https://www.alapjarat.hu/verseny/remek-csatakat-vivott-kiss-norbi-szombaton-a-slovakia-ringen/;Remek csatákat vívott Kiss Norbi szombaton a Slovakia Ringen;Verseny;Rajtrács;;Kamion-EB;
1743;https://www.alapjarat.hu/verseny/wtcr-2018-slovakia-ring-nagy-a-buli-zengoeknel/;WTCR 2018 Slovakia Ring – Nagy a buli Zengőéknél!;Verseny;Rajtrács;;WTCR;
1744;https://www.alapjarat.hu/verseny/a-vegen-kiss-norbi-is-nagyot-alakitott-kamion-eb/;A végén Kiss Norbi is nagyot alakított - kamion EB;Verseny;Rajtrács;;Kamion-EB;
1745;https://www.alapjarat.hu/verseny/zsenialis-volt-michelisz-vasarnap-a-slovakia-ringen/;Zseniális volt Michelisz vasárnap a Slovakia Ringen;Verseny;Rajtrács;;WTCR;
1746;https://www.alapjarat.hu/nagyvilag-bulvar/mitol-kerul-500-millioba-ez-az-atepitett-porsche-911/;Mitől kerül 500 millióba ez az átépített Porsche 911?;Nagyvilág;Tuning;;Tuning;
1747;https://www.alapjarat.hu/hasznos-infok/torott-mx-5-az-egyutterzes-a-kultura-vagy-szimplan-csak-az-emberi-ertelem-hianya/;Törött MX-5 - Az együttérzés, a kultúra vagy szimplán csak az emberi értelem hiánya?;Hasznos infók;El Mondó;;Velünk történt;
1748;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/ismet-kozponti-szerepben-a-porsche-a-goodwoodon/;Ismét központi szerepben a Porsche a Goodwoodon!;Nagyvilág;Aktuális;;Aktuális;
1749;https://www.alapjarat.hu/media/kepek/slovakia-ring-wtcr-galeria/;Slovakia Ring WTCR - GALÉRIA;Képek;Rajtrács;Média;WTCR,Képek;
1750;https://www.alapjarat.hu/hasznos-infok/ezert-ellenorizd-nyaralas-elott-az-autod-gumijat/;Ezért ellenőrizd nyaralás előtt az autód gumiját;Hasznos infók;Hasznos infók;;Hasznos infók;
1751;https://www.alapjarat.hu/media/kepek/kamion-europa-bajnoksag-slovakia-ringi-hetvegeje-kepekben-2018/;Kamion Európa-Bajnokság Slovakia Ring-i hétvégéje képekben;Képek;Rajtrács;Média;Kamion-EB,Képek;
1752;https://www.alapjarat.hu/nagyvilag-bulvar/5-boxer-motoros-auto/;5 nem szokványos boxermotoros autó;Nagyvilág;El Mondó;Tech;Top,Tech;
1753;https://www.alapjarat.hu/tech/nehany-dolog-amit-meg-erdemes-tudnod-a-rekorder-porscherol/;Néhány dolog, amit még érdemes tudnod a rekorder Porschéról!;Tech;El Mondó;;Top;
1754;https://www.alapjarat.hu/kozossegi/a-nagy-mazda-mx5-tinder/;A Nagy Mazda MX-5 Tinder!;Közösségi;Aktuális;;Aktuális;
1755;https://www.alapjarat.hu/nagyvilag-bulvar/nagyvilag/egy-400-ezer-dollaros-lamborghini-performante-egett-szenne/;Egy 400 ezer dolláros Lamborghini Performante égett szénné;Nagyvilág;Aktuális;;Aktuális;
1756;https://www.alapjarat.hu/verseny/vergne-lett-a-bajnok-az-audi-pedig-megnyerte-a-csapatok-versenyet-formula-e/;Vergne lett a bajnok, az Audi pedig megnyerte a csapatok versenyét! – Formula E;Verseny;Rajtrács;;Formula-E;
